Count Each Number
0: 23
1: 27
2: 29
3: 31
4: 31
5: 15
6: 18
7: 25
8: 23
9: 22
Compare Prev and Now number
-9 3
-8 5
-7 2
-6 4
-5 3
-4 9
-3 7
-2 20
-1 72
0 28
1 33
2 7
3 13
4 13
5 8
6 7
7 5
8 1
9 3
Count countinuous number
0 5
1 3
2 1
3 4 -> 3times 1
4 5
5 2
6 1
7 1
8 2
9 2
